	superkingdom	kingdom	subkingdom	phylum	subphylum	class	subclass	order	suborder	family	genus	species group	species
5062	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae	Aspergillus		Aspergillus oryzae
5068	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae	Aspergillus		Aspergillus tubingensis
5082	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae	Penicillium		Penicillium roqueforti
5113	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Clavicipitaceae	Epichloe		Epichloe typhina
5141	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Sordariaceae	Neurospora		Neurospora crassa
5145	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Lasiosphaeriaceae	Podospora		Podospora anserina
5147	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Sordariaceae	Sordaria		Sordaria macrospora
5180	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Sclerotiniaceae	Sclerotinia		Sclerotinia sclerotiorum
5207	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cryptococcaceae	Cryptococcus	Cryptococcus neoformans species complex	Cryptococcus neoformans
5217	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Tremellaceae	Tremella		Tremella mesenterica
5270	Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes		Ustilaginales		Ustilaginaceae	Ustilago		Ustilago maydis
5281	Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes		Georgefischeriales		Tilletiariaceae	Tilletiaria		Tilletiaria anomala
5286	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes		Sporidiobolales		Sporidiobolaceae	Rhodotorula		Rhodotorula toruloides
5297	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Pucciniomycetes		Pucciniales		Pucciniaceae	Puccinia		Puccinia graminis
5308	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales		Meruliaceae	Phlebia		Phlebia radiata
5315	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales		Polyporaceae	Ganoderma		Ganoderma lucidum
5322	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Pleurotaceae	Pleurotus		Pleurotus ostreatus
5323	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Pleurotaceae	Pleurotus		Pleurotus eryngii
5325	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales		Polyporaceae	Trametes		Trametes versicolor
5334	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Schizophyllaceae	Schizophyllum		Schizophyllum commune
5341	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Agaricaceae	Agaricus		Agaricus bisporus
5346	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Psathyrellaceae	Coprinopsis		Coprinopsis cinerea
5353	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Omphalotaceae	Lentinula		Lentinula edodes
5476	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Candida		Candida albicans
5478	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Nakaseomyces		[Candida] glabrata
5480	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Candida		Candida parapsilosis
5482	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Candida		Candida tropicalis
5486	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Candida		Candida viswanathii
5501	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales			Coccidioides		Coccidioides immitis
5507	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae	Fusarium	Fusarium oxysporum species complex	Fusarium oxysporum
5516	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae	Fusarium	Fusarium sambucinum species complex	Fusarium culmorum
5518	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae	Fusarium	Fusarium sambucinum species complex	Fusarium graminearum
5530	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Clavicipitaceae	Metarhizium		Metarhizium anisopliae
5551	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales		Arthrodermataceae	Trichophyton		Trichophyton rubrum
5599	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae	Alternaria	Alternaria alternata complex	Alternaria alternata
5606	Eukaryota	Fungi	Dikarya	Ascomycota	Taphrinomycotina						Saitoella		Saitoella complicata
5619	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cryptococcaceae	Tsuchiyaea		Tsuchiyaea wingfieldii
5970	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae	Exophiala		Exophiala dermatitidis
6035	Eukaryota	Fungi		Microsporidia					Apansporoblastina	Unikaryonidae	Encephalitozoon		Encephalitozoon cuniculi
13349	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Orbiliomycetes		Orbiliales		Orbiliaceae	Arthrobotrys		Arthrobotrys oligospora
13684	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Phaeosphaeriaceae	Parastagonospora		Parastagonospora nodorum
27288	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Naumovozyma		Naumovozyma castellii
27289	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Naumovozyma		Naumovozyma dairenensis
27291	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Saccharomyces		Saccharomyces paradoxus
27292	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Saccharomyces		Saccharomyces pastorianus
27293	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Kazachstania		Kazachstania servazzii
27300	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Schwanniomyces		Schwanniomyces occidentalis
27322	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Metschnikowiaceae	Metschnikowia		Metschnikowia bicuspidata
27334	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae	Penicillium		Penicillium expansum
27337	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Glomerellales		Plectosphaerellaceae	Verticillium		Verticillium dahliae
27357	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Glomerellales		Glomerellaceae	Colletotrichum		Colletotrichum acutatum
27381	Eukaryota	Fungi		Mucoromycota	Glomeromycotina	Glomeromycetes		Glomerales		Glomeraceae	Funneliformis		Funneliformis mosseae
27973	Eukaryota	Fungi		Microsporidia					Apansporoblastina	Unikaryonidae	Encephalitozoon		Encephalitozoon hellem
28550	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Schwanniomyces		Schwanniomyces etchellsii
28564	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Trichocomaceae	Talaromyces		Talaromyces stipitatus
28985	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Kluyveromyces		Kluyveromyces lactis
29833	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycodaceae	Hanseniaspora		Hanseniaspora uvarum
29852	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Hypocreaceae	Hypomyces		Hypomyces aurantius
29855	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae	Nectria		Nectria cinnabarina
29875	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Hypocreaceae	Trichoderma		Trichoderma virens
29883	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae	Laccaria		Laccaria bicolor
29884	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales		Polyporaceae	Ganoderma		Ganoderma applanatum
29898	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes		Sporidiobolales		Sporidiobolaceae	Rhodotorula		Rhodotorula graminis
29908	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Ophiostomatales		Ophiostomataceae	Sporothrix		Sporothrix schenckii
31281	Eukaryota	Fungi		Microsporidia					Apansporoblastina	Enterocytozoonidae	Enterocytozoon		Enterocytozoon bieneusi
31870	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Glomerellales		Glomerellaceae	Colletotrichum		Colletotrichum graminicola
33169	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Eremothecium		Eremothecium gossypii
33178	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae	Aspergillus		Aspergillus terreus
33188	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales		Onygenaceae	Uncinocarpus		Uncinocarpus reesii
33203	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Ophiocordycipitaceae	Purpureocillium		Purpureocillium lilacinum
34349	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Mixiomycetes		Mixiales		Mixiaceae	Mixia		Mixia osmundae
34356	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Metschnikowiaceae	Kodamaea		Kodamaea ohmeri
34391	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales		Arthrodermataceae	Epidermophyton		Epidermophyton floccosum
34480	Eukaryota	Fungi		Zoopagomycota	Entomophthoromycotina	Basidiobolomycetes		Basidiobolales		Basidiobolaceae	Basidiobolus		Basidiobolus ranarum
34485	Eukaryota	Fungi		Zoopagomycota	Entomophthoromycotina	Entomophthoromycetes		Entomophthorales		Entomophthoraceae	Entomophthora		Entomophthora muscae
34488	Eukaryota	Fungi		Zoopagomycota	Entomophthoromycotina	Entomophthoromycetes		Entomophthorales		Ancylistaceae	Conidiobolus		Conidiobolus coronatus
35629	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Torulaspora		Torulaspora pretoriensis
35717	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Clavicipitaceae	Epichloe		Epichloe festucae
35720	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Chaetomiaceae	Thielavia		Thielavia terrestris
35722	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucorineae	Mucoraceae	Parasitella		Parasitella parasitica
36015	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Pichiaceae	Pichia		Pichia kluyveri
36025	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Pichiaceae	Nakazawaea		Nakazawaea holstii
36033	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Vanderwaltozyma		Vanderwaltozyma polyspora
36035	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycodaceae	Saccharomycodes		Saccharomycodes ludwigii
36038	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Phaffomycetaceae	Barnettozyma		Barnettozyma californica
36066	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Cantharellales		Cantharellaceae	Cantharellus		Cantharellus cibarius
36075	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales		Polyporaceae	Ganoderma		Ganoderma sinense
36630	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae	Aspergillus		Aspergillus fischeri
36651	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae	Penicillium		Penicillium digitatum
36779	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Magnaporthales		Magnaporthaceae	Gaeumannomyces		Gaeumannomyces tritici
36909	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Citeromyces		Citeromyces matritensis
36911	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Metschnikowiaceae	Clavispora		Clavispora lusitaniae
36914	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Lodderomyces		Lodderomyces elongisporus
37727	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Trichocomaceae	Talaromyces		Talaromyces marneffei
37769	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cryptococcaceae	Cryptococcus	Cryptococcus gattii species complex	Cryptococcus gattii VGI
37998	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Cordycipitaceae	Parengyodontium		Parengyodontium album
38006	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Cordycipitaceae	Beauveria		Beauveria caledonica
38033	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Chaetomiaceae	Chaetomium		Chaetomium globosum
38038	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales			Rhynchosporium		Rhynchosporium secalis
38945	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Physalacriaceae	Flammulina		Flammulina velutipes
39397	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales			Candida		Candida sake
39416	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Pezizomycetes		Pezizales		Tuberaceae	Tuber		Tuber melanosporum
40125	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae	Bipolaris		Bipolaris victoriae
40127	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Sordariaceae	Neurospora		Neurospora tetrasperma
40145	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae	Tricholoma		Tricholoma matsutake
40302	Eukaryota	Fungi		Microsporidia					Apansporoblastina	Nosematidae	Nosema		Nosema ceranae
40355	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae	Fonsecaea		Fonsecaea pedrosoi
40382	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae	Aspergillus		Aspergillus ustus
40492	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Russulales		Stereaceae	Stereum		Stereum hirsutum
40559	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Sclerotiniaceae	Botrytis		Botrytis cinerea
41061	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae	Aspergillus		Aspergillus nomius
41833	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Umbelopsidomycetes		Umbelopsidales		Umbelopsidaceae	Umbelopsis		Umbelopsis ramanniana
42068	Eukaryota	Fungi	Dikarya	Ascomycota	Taphrinomycotina	Pneumocystidomycetes		Pneumocystidales		Pneumocystidaceae	Pneumocystis		Pneumocystis jirovecii
42260	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Zygotorulaspora		Zygotorulaspora mrakii
42374	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Candida		Candida dubliniensis
42399	Eukaryota	Fungi		Microsporidia					Apansporoblastina	Nosematidae	Vittaforma		Vittaforma corneae
43049	Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes		Tilletiales		Tilletiaceae	Tilletia		Tilletia indica
43228	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae	Capronia		Capronia epimyces
43229	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae	Capronia		Capronia coronata
44070	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Trigonopsidaceae	Botryozyma		Botryozyma nematodophila
44093	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Trichomonascaceae	Trichomonascus		Trichomonascus ciferrii
45130	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae	Bipolaris		Bipolaris sorokiniana
45151	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae	Pyrenophora		Pyrenophora tritici-repentis
45285	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Eremothecium		Eremothecium cymbalariae
45286	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Eremothecium		Eremothecium sinecaudum
45354	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Metschnikowiaceae	Clavispora		[Candida] intermedia
45502	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Priceomyces		Priceomyces haplophilus
45510	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Yamadazyma		Yamadazyma philogaea
45511	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Yamadazyma		Yamadazyma scolyti
45513	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Scheffersomyces		Scheffersomyces spartinae
45515	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Yamadazyma		Yamadazyma triangularis
45535	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Trichomonascaceae	Sugiyamaella		Sugiyamaella castrensis
45575	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Trichomonascaceae	Sugiyamaella		Sugiyamaella paludigena
45586	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales			Candida		Candida santjacobensis
45596	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Yamadazyma		Yamadazyma tenuis
45601	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Trichomonascaceae	Sugiyamaella		Sugiyamaella valdiviana
45609	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Babjeviella		Babjeviella inositovora
45794	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Dipodascaceae	Sporopachydermia		Sporopachydermia lactativora
46583	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Suhomyces		Suhomyces tanzawaensis
47032	Eukaryota	Fungi		Mucoromycota	Glomeromycotina	Glomeromycetes		Glomerales		Glomeraceae	Rhizophagus		Rhizophagus fasciculatus
48254	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Torulaspora		Torulaspora globosa
48490	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae	Fusarium	Fusarium fujikuroi species complex	Fusarium circinatum
49330	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Phaffomycetaceae	Barnettozyma		[Candida] norvegica
51453	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Hypocreaceae	Trichoderma		Trichoderma reesei
51657	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Nakaseomyces		Nakaseomyces delphensis
51660	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Nakaseomyces		Nakaseomyces bacillisporus
51914	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Nakaseomyces		[Candida] castellii
51918	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Phaffomycetaceae	Cyberlindnera		[Candida] vartiovaarae
52253	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Candida		Candida sojae
52884	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Peltigeraceae	Peltigera		Peltigera malacea
53485	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae	Pyrenophora		Pyrenophora teres
53488	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Torulaspora		Torulaspora franciscae
53685	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycodaceae	Hanseniaspora		Hanseniaspora valbyensis
54195	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Ascoideaceae	Ascoidea		Ascoidea rubescens
54899	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Diaporthales		Diaporthaceae	Diaporthe		Diaporthe longicolla
58627	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Debaryomyces		Debaryomyces fabryi
58839	Eukaryota	Fungi		Microsporidia					Apansporoblastina	Unikaryonidae	Encephalitozoon		Encephalitozoon intestinalis
60169	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae	Penicillium		Penicillium polonicum
60172	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae	Penicillium		Penicillium solitum
61392	Eukaryota	Fungi		Zoopagomycota	Kickxellomycotina	Kickxellomycetes		Kickxellales		Kickxellaceae	Coemansia		Coemansia reversa
61418	Eukaryota	Fungi		Zoopagomycota	Kickxellomycotina	Kickxellomycetes		Kickxellales		Kickxellaceae	Spiromyces		Spiromyces minutus
61459	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes					Coniosporium		Coniosporium apollinis
