	superkingdom	kingdom	subkingdom	phylum	subphylum	class	subclass	order	suborder	family	genus	species group	species
109871	2759.0	4751.0		4761.0		451435.0		451442.0			100474.0		109871.0
109936	2759.0	4751.0		4761.0		451435.0		642607.0		109915.0	109935.0		109936.0
110093	2759.0	4751.0		4761.0		451435.0		1134056.0			110092.0		110093.0
111463	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		474942.0	42367.0		111463.0
113608	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		4893.0	113604.0		113608.0
114155	2759.0	4751.0	451864.0	5204.0	5302.0	155619.0		5303.0		5317.0	114154.0		114155.0
114497	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		474943.0	45234.0		114497.0
114524	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		4893.0	4930.0		114524.0
114525	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		4893.0	4930.0		114525.0
114526	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		4893.0	4930.0		114526.0
115983	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0		451869.0		1424649.0	121621.0		115983.0
117179	2759.0	4751.0	451864.0	5204.0	452284.0	452283.0		62916.0		5279.0	13289.0		117179.0
117187	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		110618.0	5506.0	171627.0	117187.0
118266	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		474943.0	5581.0		118266.0
119676	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451871.0	33183.0		34384.0	1915381.0		119676.0
121466	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		766764.0	549703.0		121466.0
121759	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451871.0	33183.0			38946.0		121759.0
133175	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0	451867.0	134362.0		93133.0	131324.0		133175.0
140110	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		110618.0	5506.0	232080.0	140110.0
143960	2759.0	4751.0		451459.0		451460.0		4805.0		143958.0	143959.0		143960.0
144539	2759.0	4751.0		1913637.0	214504.0	214506.0		214508.0		144536.0	144537.0		144539.0
145971	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	1028384.0		681950.0	5455.0		145971.0
149040	2759.0	4751.0	451864.0	4890.0	147538.0	147548.0		5178.0			150173.0		149040.0
152651	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0	451868.0	92860.0		221679.0	100051.0		152651.0
153609	2759.0	4751.0	451864.0	5204.0	5302.0	155619.0	452333.0	5338.0		654128.0	221102.0		153609.0
154344	2759.0	4751.0	451864.0	5204.0	5302.0	155619.0		5303.0		5317.0	5314.0		154344.0
161997	2759.0	4751.0	451864.0	4890.0	147538.0	147547.0	388435.0	388450.0	157824.0	48860.0	48861.0		161997.0
162425	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451871.0	5042.0		1131492.0	5052.0		162425.0
169388	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		110618.0	5506.0	232080.0	169388.0
169999	2759.0	4751.0	451864.0	5204.0	29000.0	162484.0		5258.0		145793.0	169998.0		169999.0
170000	2759.0	4751.0	451864.0	5204.0	29000.0	162484.0		5258.0		145793.0	169998.0		170000.0
174685	2759.0	4751.0		6029.0						174683.0	174684.0		174685.0
176275	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		474943.0	5581.0		176275.0
176453	2759.0	4751.0	451864.0	4890.0	147538.0	147547.0	388435.0	388450.0	157824.0	48860.0	48861.0		176453.0
184778	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		34353.0	4951.0		1608523.0
192010	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		110618.0	5506.0	171627.0	192010.0
197054	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		34353.0	4951.0		197054.0
199306	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451871.0	33183.0			5500.0		199306.0
202698	2759.0	4751.0	451864.0	5204.0	5302.0	155619.0		452338.0		908827.0	133746.0		202698.0
203908	2759.0	4751.0	451864.0	5204.0	29000.0	162484.0		5258.0		5259.0	5260.0		203908.0
208960	2759.0	4751.0	451864.0	5204.0	5302.0	155619.0		139380.0		40424.0	167346.0		208960.0
209285	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222544.0	5139.0		35718.0	5149.0		209285.0
210010	2759.0	4751.0	451864.0	4890.0	147538.0	147548.0		5178.0			38037.0		210010.0
212818	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	34395.0		43219.0	5583.0		212818.0
215243	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	34395.0		43219.0	5583.0		215243.0
221103	2759.0	4751.0	451864.0	5204.0	5302.0	155619.0	452333.0	5338.0		654128.0	221102.0		221103.0
223192	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222544.0	1775898.0		1756146.0	65412.0		223192.0
224420	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0	451868.0	92860.0			224419.0		224420.0
226899	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222544.0	5151.0		5152.0	360145.0		226899.0
230603	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		4893.0	4930.0		230603.0
231932	2759.0	4751.0	451864.0	5204.0	5302.0	155619.0		5303.0		396331.0	5305.0		231932.0
236234	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0		451869.0		45131.0	66735.0		236234.0
245174	2759.0	4751.0	451864.0	5204.0	2204096.0	431957.0		431958.0		431959.0	148959.0		245174.0
253628	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0		1111111.0		1111112.0	1494215.0		253628.0
261099	2759.0	4751.0		4761.0		451435.0		451442.0		451451.0	451452.0		261099.0
263815	2759.0	4751.0	451864.0	4890.0	451866.0	147553.0		37987.0		44281.0	4753.0		263815.0
273371	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		766764.0	1535326.0		273371.0
273372	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		766764.0	1535326.0		273372.0
276838	2759.0	4751.0		451459.0		2202803.0		2202804.0		109873.0	109874.0		276838.0
279894	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		410830.0	410829.0		279894.0
280754	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		34397.0	243023.0		280754.0
281364	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0			159075.0		281364.0
281847	2759.0	4751.0		1031332.0							276836.0		281847.0
288795	2759.0	4751.0	451864.0	5204.0	29000.0	162481.0		55070.0		55071.0	34416.0		288795.0
290576	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	1028384.0		681950.0	5455.0		290576.0
291364	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		474943.0	150366.0		2231603.0
293227	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	34395.0		1341112.0	226991.0		293227.0
305400	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222544.0	5114.0		399129.0	305399.0		305400.0
310453	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0		451869.0		45131.0	407951.0		310453.0
317047	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0			317045.0		317047.0
318829	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222544.0	639021.0		2528436.0	48558.0		318829.0
324677	2759.0	4751.0		4761.0		451435.0		2231171.0		286113.0	286114.0		324677.0
324740	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		1156497.0	324738.0		324740.0
324769	2759.0	4751.0	451864.0	5204.0	5302.0	155616.0		5234.0		1884633.0	490731.0		324769.0
324770	2759.0	4751.0	451864.0	5204.0	5302.0	155616.0		5234.0		1884633.0	490731.0		324770.0
326628	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222545.0	37989.0		2033035.0	326606.0		326628.0
327079	2759.0	4751.0	451864.0	5204.0	452284.0	5257.0		5267.0		5268.0	63298.0		327079.0
332947	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		474942.0	42367.0		332947.0
337075	2759.0	4751.0	451864.0	4890.0	147538.0	147549.0		5185.0		110846.0	47204.0		337075.0
340170	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		766764.0	412764.0		340170.0
342668	2759.0	4751.0	451864.0	4890.0	147538.0	147548.0				34379.0	78156.0		342668.0
348802	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	34395.0		43219.0	5583.0		348802.0
354353	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222544.0	5114.0		399129.0	305399.0		354353.0
364733	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	146291.0		146292.0	364710.0		364733.0
369265	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		1156497.0	461281.0		369265.0
371061	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		474943.0	5581.0		371061.0
377600	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		410830.0	410829.0		377600.0
377601	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		410830.0	410829.0		377601.0
378047	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		410830.0	43971.0		378047.0
378048	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		410830.0	43971.0		378048.0
378056	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		410830.0	410829.0		378056.0
378058	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		410830.0	410829.0		378058.0
378059	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		410830.0	410829.0		378059.0
378060	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		410830.0	410829.0		378060.0
381046	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		4893.0	300275.0		381046.0
386457	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5592.0		1028423.0	5157.0		386457.0
393283	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222545.0	37989.0		1812776.0	37840.0		393283.0
395010	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0	451867.0	134362.0		93133.0	395590.0		395010.0
396380	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	146291.0		146292.0	364710.0		396380.0
398673	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		5129.0	5543.0		398673.0
410836	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		410830.0	410829.0		410836.0
430498	2759.0	4751.0	451864.0	4890.0	147538.0	189478.0		189479.0		47021.0	314122.0		430498.0
432096	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		4893.0	71245.0		432096.0
444778	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		34353.0	4951.0		444778.0
453459	2759.0	4751.0	451864.0	5204.0	5302.0	155616.0		5234.0		1884633.0	490731.0		453459.0
456999	2759.0	4751.0	451864.0	5204.0	5302.0	155619.0		36064.0		5250.0	1322061.0		456999.0
460519	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		115784.0	460517.0		460519.0
460523	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		1156497.0	461281.0		460523.0
463800	2759.0	4751.0	451864.0	5204.0	5302.0	155616.0		5234.0		1884633.0	490731.0		463800.0
468837	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		474943.0	291363.0		468837.0
470704	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	34395.0		43219.0	82105.0		470704.0
474922	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	1028384.0		681950.0	5455.0		474922.0
479092	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		34353.0	4951.0		479092.0
498019	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		27319.0	36910.0		498019.0
500148	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		34397.0	5529.0		500148.0
502744	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0	451867.0	45676.0			651026.0		502744.0
523103	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451871.0	33183.0		34384.0	5550.0		523103.0
536035	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		766764.0	1535326.0		536035.0
542766	2759.0	4751.0	451864.0	5204.0	452284.0	452283.0		162475.0			561108.0		542766.0
549293	2759.0	4751.0		1913637.0	451507.0	2212703.0		4827.0		499202.0	688353.0		549293.0
559561	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0	451867.0	5014.0		1570301.0	5579.0		559561.0
563466	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5592.0		5593.0	41687.0		563466.0
568076	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		34397.0	5529.0		568076.0
569362	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		110618.0	5506.0	569360.0	569362.0
569365	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	34395.0		43219.0	82105.0		569365.0
575983	2759.0	4751.0	451864.0	5204.0	5302.0	155619.0		5303.0		5317.0	5324.0		575983.0
576137	2759.0	4751.0	451864.0	4890.0	147538.0	147548.0		5178.0			150173.0		576137.0
586133	2759.0	4751.0		6029.0							586132.0		586133.0
588596	2759.0	4751.0		1913637.0	214504.0	214506.0		36750.0		36751.0	1129544.0		588596.0
599730	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		115784.0	599737.0		599730.0
599839	2759.0	4751.0	451864.0	5204.0	5302.0	155619.0		5303.0			599838.0		599839.0
655981	2759.0	4751.0	451864.0	4890.0	147538.0	147548.0				34379.0	78156.0		655981.0
698440	2759.0	4751.0	451864.0	4890.0	147538.0	147548.0		5178.0		76657.0	324777.0		698440.0
706196	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		4893.0	4930.0		706196.0
710243	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	1028384.0		681950.0	5455.0		710243.0
717740	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		766764.0	507510.0		717740.0
746128	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451871.0	5042.0		1131492.0	5052.0		746128.0
749589	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0	451868.0	92860.0	715340.0	683158.0	55170.0		749589.0
764597	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222544.0	5114.0		399129.0	305399.0		764597.0
796027	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		410830.0	410829.0		796027.0
866546	2759.0	4751.0	451864.0	4890.0	451866.0	147554.0		34346.0		4894.0	4895.0		866546.0
870730	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		1156497.0	461281.0		870730.0
879819	2759.0	4751.0	451864.0	5204.0	5302.0	155616.0		1851469.0		1759442.0	1838142.0		879819.0
907738	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		115784.0	604195.0		907738.0
914237	2759.0	4751.0	451864.0	4890.0	147538.0	147548.0		5178.0			38037.0		914237.0
914238	2759.0	4751.0	451864.0	4890.0	147538.0	147548.0		5178.0			38037.0		914238.0
931006	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		474943.0	5581.0		931006.0
933994	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		410830.0	933993.0		933994.0
979981	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	34395.0		43219.0	40354.0		979981.0
984962	2759.0	4751.0	451864.0	5204.0	5302.0	155619.0		452342.0		40420.0	13562.0		984962.0
1005962	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		1156497.0	461281.0		1005962.0
1033840	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	34395.0		43219.0	5583.0		1033840.0
1041607	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		115784.0	599737.0		1041607.0
1042127	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0	451867.0	5014.0		1570301.0	5579.0		1042127.0
1047171	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0	451867.0	134362.0		93133.0	1047167.0		1047171.0
1048829	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451871.0	33183.0			38946.0		1048829.0
1051613	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	1028384.0		1033978.0	1036719.0		1051613.0
1051616	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	1028384.0		1033978.0	1036719.0		1051616.0
1071379	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		4893.0	113604.0		1071379.0
1080349	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		4893.0	4930.0		1080349.0
1108849	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451871.0	5042.0		1131492.0	5073.0		1108849.0
1173061	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		34353.0	43987.0		1173061.0
1182553	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	34395.0		43219.0	82105.0		1182553.0
1198502	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		766764.0	1535326.0		1198502.0
1209934	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	1028384.0		681950.0	5455.0		1209934.0
1213189	2759.0	4751.0		1913638.0	451828.0	2219693.0		61421.0		4883.0	1213188.0		1213189.0
1217826	2759.0	4751.0	451864.0	4890.0	147538.0	1217819.0		1217820.0		1217822.0	1217823.0		1217826.0
1288119	2759.0	4751.0	451864.0	5204.0	29000.0	162481.0		55070.0		55071.0	34416.0		1288119.0
1316150	2759.0	4751.0		1913637.0	214504.0	214506.0		214509.0		36753.0	756610.0		1316150.0
1331295	2759.0	4751.0	451864.0	5204.0	5302.0	155619.0		5226.0		5227.0	5230.0		1331295.0
1367422	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	34395.0		43219.0	40354.0		1367422.0
1378263	2759.0	4751.0	451864.0	4890.0	147537.0	4891.0		4892.0		1156497.0	461281.0		1378263.0
1392244	2759.0	4751.0	451864.0	5204.0	452284.0	5257.0		5267.0		5268.0	1804794.0		1392244.0
1441469	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451871.0	5042.0		28568.0	5094.0		1441469.0
1460663	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0	451868.0	92860.0	1255046.0	221678.0	125369.0		1460663.0
1485682	2759.0	4751.0		6029.0							1633384.0		1485682.0
1518595	2759.0	4751.0	451864.0	4890.0	147538.0	147547.0	388435.0	5197.0	157822.0	39933.0	39934.0		1518595.0
1610689	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		2502719.0	284134.0		1610689.0
1650735	2759.0	4751.0	451864.0	4890.0	147538.0	147550.0	222543.0	5125.0		34397.0	5529.0		1650735.0
1664694	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451870.0	34395.0		43219.0	5600.0		1664694.0
1681229	2759.0	4751.0	451864.0	4890.0	147538.0	147545.0	451871.0	33183.0		299071.0	229219.0		1681229.0
1708541	2759.0	4751.0	451864.0	5204.0	2204096.0	431957.0		431958.0		431959.0	148959.0		1708541.0
1709381	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0	451867.0	134362.0		668547.0	483074.0		1709381.0
1802957	2759.0	4751.0	451864.0	4890.0	147538.0	147548.0		5178.0		5181.0	1802956.0		1802957.0
1873960	2759.0	4751.0	451864.0	4890.0	147538.0	147541.0	451867.0	134362.0		93133.0	131324.0		1873960.0
