	superkingdom	phylum	subphylum	class	order	suborder	family	subfamily	genus	subgenus	species
1147149	10239.0				28883.0		10699.0				1147149.0
1147150	10239.0				28883.0		10699.0		2169654.0		1147150.0
1147151	10239.0				28883.0		10699.0				1147151.0
1147152	10239.0				28883.0		10699.0				1147152.0
1147153	10239.0				28883.0		10699.0		2169654.0		2169927.0
1147154	10239.0				28883.0		10699.0		2169654.0		2169928.0
1147156	10239.0				28883.0		10699.0				1147156.0
1147157	10239.0				28883.0		10699.0		2169654.0		2169926.0
1147158	10239.0				28883.0		10699.0		2169654.0		1147158.0
1150869	10239.0				28883.0		10744.0	1981156.0	1981159.0		1150869.0
1161903	10239.0				28883.0		10699.0		1623286.0		1161903.0
1161930	10239.0				28883.0		10699.0	2169599.0	2169621.0		2169978.0
1163482	10239.0				28883.0		10699.0	1910976.0	1910991.0		2005695.0
1165134	10239.0				28883.0		10699.0		1623305.0		1165134.0
1165702	10239.0				28883.0		10699.0		1623273.0		1165702.0
1168548	10239.0				28883.0		10744.0		186794.0		1168548.0
1168549	10239.0				28883.0		10699.0				1168549.0
1168563	10239.0				28883.0		10662.0	857479.0	140410.0		1168563.0
1168612	10239.0				28883.0		10699.0		1623273.0		1168612.0
1168613	10239.0				28883.0		10699.0		1623298.0		1168613.0
1173769	10239.0				28883.0		10662.0	857479.0	140410.0		1173769.0
1175662	10239.0				28883.0		10699.0		1921544.0		1175662.0
1177632	10239.0				28883.0		10699.0				1177632.0
1187128	10239.0				28883.0		10662.0		1915205.0		1915209.0
1188792	10239.0						564644.0		2003394.0		1188792.0
1188795	10239.0				28883.0		10744.0				1188795.0
1194641	10239.0				28883.0		10699.0				1194641.0
1195068	10239.0				28883.0		10699.0		1623298.0		1195068.0
1195071	10239.0				28883.0		10699.0		1623298.0		1195071.0
1195085	10239.0				28883.0		10662.0		1980929.0		1195085.0
1195086	10239.0				28883.0		10699.0		1623298.0		1195086.0
1197952	10239.0				28883.0		10699.0		1623298.0		1197952.0
1197953	10239.0				28883.0		10699.0		1623298.0		1197953.0
1204178	10239.0				28883.0		10744.0		1987146.0		1987150.0
1204515	10239.0				28883.0		10699.0		1623281.0		1993880.0
1204523	10239.0				28883.0		2169529.0	2169531.0	1298971.0		1987152.0
1204528	10239.0				28883.0		2169529.0	2169530.0	2169532.0		2169690.0
1204537	10239.0				28883.0		10699.0		1623296.0		1204537.0
1206110	10239.0				28883.0		10662.0				1206110.0
1211417	10239.0										1211417.0
1211640	10239.0				28883.0		10699.0				1211640.0
1211641	10239.0				28883.0		10699.0		1623296.0		1211641.0
1211642	10239.0				28883.0		10699.0		1623296.0		1211642.0
1211643	10239.0				28883.0		10699.0		1623296.0		1211643.0
1211644	10239.0				28883.0		10699.0		1623296.0		1211644.0
1221835	10239.0				28883.0		10699.0				1221835.0
1223259	10239.0				28883.0		10699.0		1623286.0		1223259.0
1223260	10239.0				28883.0		10699.0		1623286.0		1223260.0
1223261	10239.0				28883.0		10699.0		1623286.0		1223261.0
1223262	10239.0				28883.0		10699.0		1623286.0		1223262.0
1225789	10239.0				28883.0		10662.0				1225789.0
1225791	10239.0				28883.0		10699.0				1225791.0
1225792	10239.0				28883.0		10699.0				1225792.0
1229751	10239.0				28883.0		10699.0				1229751.0
1235645	10239.0				28883.0		10699.0		1982251.0		1235645.0
1235649	10239.0				28883.0		10699.0		1982251.0		1235649.0
1235689	10239.0				28883.0		10744.0				1235689.0
1236000	10239.0				28883.0		10662.0		1980938.0		1236000.0
1239381	10239.0				28883.0		10699.0				1239381.0
1262515	10239.0				28883.0		10699.0	2169599.0	2169621.0		2169974.0
1262516	10239.0				28883.0		10699.0	2169599.0	2169621.0		2169975.0
1262517	10239.0				28883.0		10699.0	2169599.0	2169621.0		2169976.0
1262518	10239.0				28883.0		10699.0	2169599.0	2169622.0		2170247.0
1262519	10239.0				28883.0		10699.0	2169599.0	2169622.0		2170248.0
1262520	10239.0				28883.0		10699.0	2169599.0	2169621.0		2169977.0
1262521	10239.0				28883.0		10699.0	2169599.0	2169622.0		2170249.0
1262522	10239.0				28883.0		10699.0	2169599.0	2169621.0		2169979.0
1262523	10239.0				28883.0		10699.0	2169599.0	2169622.0		1262523.0
1262532	10239.0				28883.0		10699.0		186764.0		1262532.0
1262533	10239.0				28883.0		10699.0		1623305.0		1262533.0
1262535	10239.0				28883.0		10699.0		1623305.0		1262535.0
1262536	10239.0				28883.0		10699.0		1623305.0		1262536.0
1262537	10239.0				28883.0		10699.0		1623305.0		1262537.0
1262538	10239.0				28883.0		10699.0		1623305.0		1262538.0
1267169	10239.0				28883.0		10699.0				1267169.0
1273712	10239.0				28883.0		10699.0		1623274.0		1273712.0
1273741	10239.0				28883.0		10699.0		1623275.0		1273741.0
1277672	10239.0				28883.0		10699.0		1623273.0		1277672.0
1278479	10239.0				28883.0		10662.0				1278479.0
1279082	10239.0				28883.0		10662.0		1918725.0		1279082.0
1301279	10239.0						10486.0	2017757.0	10487.0		1301279.0
1301280	10239.0						10486.0	2017757.0	10487.0		1301280.0
1305708	10239.0				28883.0		10699.0				1305708.0
1307800	10239.0						11050.0		1307799.0		1307800.0
1307804	10239.0				28883.0		10662.0	1198136.0	1985328.0		1307804.0
1308896	10239.0				28883.0		10699.0		1623274.0		1308896.0
1308897	10239.0				28883.0		10699.0		1623298.0		1308897.0
1315956	10239.0				28883.0		10699.0	1910999.0			2496551.0
1325731	10239.0				28883.0		10744.0				1325731.0
1325963	10239.0				28883.0		10699.0	1910976.0	1910991.0		2005697.0
1327771	10239.0				28883.0		10699.0		1623281.0		1327771.0
1327772	10239.0				28883.0		10699.0		186764.0		1327772.0
1327773	10239.0				28883.0		10699.0		186764.0		1327773.0
1327985	10239.0				28883.0		10744.0				1327985.0
1330524	10239.0				464095.0		12058.0		688449.0		1330524.0
1340534	10239.0				28883.0		10699.0	1910976.0	1910991.0		2005696.0
1340830	10239.0				28883.0		10699.0	1982876.0			1340830.0
1341019	10239.0						10780.0	40119.0			1341019.0
1347760	10239.0				28883.0		10699.0		1623298.0		1347760.0
1352230	10239.0				28883.0						1352230.0
1354511	10239.0				28883.0		10699.0		186764.0		1354511.0
1357825	10239.0				28883.0		10662.0	857479.0	140410.0		1357825.0
1385385	10239.0				28883.0		10699.0		1623303.0		1385385.0
1391190	10239.0				28883.0		10699.0		1623286.0		1391190.0
1391224	10239.0				28883.0		10662.0	1198136.0	1913652.0		1391224.0
1391702	10239.0						675071.0		12234.0		1391702.0
1392231	10239.0				28883.0		10699.0		1623303.0		1392231.0
1399949	10239.0				28883.0		10699.0		1623273.0		1399949.0
1401669	10239.0				28883.0		10699.0				1401669.0
1403390	10239.0				28883.0		10699.0				1403390.0
1406788	10239.0				28883.0		10699.0		1623275.0		1406788.0
1406794	10239.0				28883.0		2169529.0	2169531.0	1298971.0		1987153.0
1406795	10239.0				28883.0		2169529.0	2169531.0	1298971.0		1987156.0
1407493	10239.0				28883.0		10662.0				1407493.0
1411095	10239.0				28883.0		10662.0		1912144.0		1411095.0
1414655	10239.0	2497569.0	2497571.0	2497576.0	1980410.0		1980416.0		11611.0		1414655.0
1414736	10239.0				28883.0		10699.0				1414736.0
1414737	10239.0				28883.0		10699.0				1414737.0
1415146	10239.0				28883.0		10744.0	542835.0	1985733.0		1985736.0
1416334	10239.0				28883.0		10662.0				1416334.0
1432856	10239.0				464095.0		232795.0				1432856.0
1434323	10239.0				28883.0		10662.0	1198136.0	10663.0		2049937.0
1436889	10239.0				28883.0		10744.0		680277.0		1987941.0
1445728	10239.0				28883.0		10699.0		1623281.0		1445728.0
1445860	10239.0				28883.0		10662.0	1198136.0	1913653.0		1445860.0
1446489	10239.0				28883.0		10699.0		187218.0		2049893.0
1448273	10239.0				28883.0		10699.0				1448273.0
1448274	10239.0				28883.0		10699.0				1448274.0
1448276	10239.0				28883.0		10699.0				1448276.0
1449437	10239.0										1449437.0
1449896	10239.0						10860.0				1449896.0
1449897	10239.0						10860.0				1449897.0
1450169	10239.0				28883.0		10699.0				1450169.0
1455075	10239.0				28883.0		10744.0	542835.0	110456.0		1455075.0
1458842	10239.0				28883.0		10699.0				1458842.0
1458843	10239.0				28883.0		10662.0				1458843.0
1458849	10239.0				28883.0		2169529.0	2169531.0	1298971.0		1987158.0
1460070	10239.0						10860.0				1460070.0
1463809	10239.0				28883.0		10699.0	1982876.0			1463809.0
1463811	10239.0				28883.0		10699.0	1982876.0			1463811.0
1463812	10239.0				28883.0		10699.0	1982876.0			1463812.0
1464127	10239.0				28883.0		10699.0		1623298.0		1464127.0
1465613	10239.0				28883.0		10699.0	1910976.0	1910991.0		1465613.0
1465618	10239.0				28883.0		10699.0	1910976.0	1910991.0		1465618.0
1472342	10239.0						151340.0	2169595.0	325455.0		1513260.0
1474867	10239.0						10501.0				1474867.0
1476886	10239.0				28883.0		10699.0				1476886.0
1476887	10239.0				28883.0		10699.0				1476887.0
1476888	10239.0				28883.0		10699.0				1476888.0
1476889	10239.0				28883.0		10699.0				1476889.0
1477406	10239.0				28883.0		2169529.0	2169530.0	2169534.0		2169973.0
1481224	10239.0				28883.0		10699.0		1623286.0		1481224.0
1486428	10239.0				28883.0		10699.0				1486428.0
1493510	10239.0				28883.0		10662.0	1198136.0			1493510.0
1493511	10239.0				28883.0		10662.0	1198136.0			1493511.0
1493512	10239.0				28883.0		10662.0	1198136.0			1493512.0
1493513	10239.0				28883.0		10662.0	1198136.0			1493513.0
1498168	10239.0				28883.0		10662.0	857473.0			1498168.0
1498170	10239.0				28883.0		10744.0	542835.0	110456.0		1498170.0
1498171	10239.0				28883.0		10699.0		1623298.0		1498171.0
1498220	10239.0				28883.0		10699.0		1623274.0		1498220.0
1505026	10239.0				28883.0		10699.0		1623298.0		1505026.0
1505027	10239.0				28883.0		10699.0		1623274.0		1505027.0
1510155	10239.0				548681.0		10292.0	10293.0	180252.0		93386.0
1511900	10239.0						10780.0	40119.0	40121.0		1511900.0
1511908	10239.0						10780.0	40119.0	1506574.0		1511908.0
1513185	10239.0						10780.0	40120.0	10806.0		1513185.0
1519999	10239.0				28883.0		10699.0		1623274.0		1519999.0
1522092	10239.0				28883.0		10662.0		1912144.0		1522092.0
1524881	10239.0				28883.0		10744.0		186794.0		1524881.0
1524882	10239.0				28883.0		10699.0				1524882.0
1526550	10239.0										1526550.0
1527506	10239.0				28883.0		10744.0	542835.0	110456.0		1527506.0
1527516	10239.0				28883.0		10699.0		186764.0		1527516.0
1527519	10239.0				28883.0		10662.0				1527519.0
1527520	10239.0				28883.0		10699.0		186764.0		1527520.0
1527524	10239.0				28883.0		10662.0	1198136.0	1985328.0		1527524.0
1527531	10239.0				28883.0		10662.0	1985285.0	1198140.0		1985308.0
1527535	10239.0				28883.0		10699.0		186764.0		1527535.0
1530400	10239.0				28883.0		10744.0		1920762.0		1530400.0
1535290	10239.0						687329.0		687332.0		1535290.0
1536596	10239.0				28883.0		10699.0		1623286.0		1536596.0
1536604	10239.0				28883.0		10699.0	2169599.0	2169622.0		2170250.0
1536605	10239.0				28883.0		10699.0	2169599.0	2169622.0		2170251.0
1540094	10239.0				28883.0		10662.0	1985285.0	1985303.0		1985304.0
1540097	10239.0				28883.0		10744.0		2169643.0		2170215.0
1540099	10239.0				28883.0		10699.0		187218.0		1540099.0
1540823	10239.0				28883.0		10699.0	1910976.0	1910991.0		2005698.0
1541887	10239.0				28883.0		10699.0		1623283.0		1541887.0
1542090	10239.0				28883.0		10662.0		1198980.0		1542090.0
1542743	10239.0						1910928.0		1985367.0		1985417.0
1543201	10239.0				28883.0		10744.0	542835.0	542837.0		1543201.0
1543203	10239.0				28883.0		10699.0		1623283.0		1543203.0
1547495	10239.0				464095.0		12058.0		688449.0		1547495.0
1548907	10239.0				28883.0		10662.0		1198980.0		1548907.0
1548917	10239.0				28883.0		10662.0		1198980.0		2006173.0
1548918	10239.0				28883.0		10699.0		1623286.0		1548918.0
1556290	10239.0				28883.0		10699.0				1556290.0
1560285	10239.0				28883.0		10699.0		186764.0		1560285.0
1560342	10239.0				28883.0		10662.0				1560342.0
1564096	10239.0				28883.0		2169529.0				2169686.0
1566990	10239.0				28883.0		10699.0				1566990.0
1566995	10239.0				28883.0		10744.0		1920762.0		1566995.0
1567006	10239.0				28883.0		10699.0		187218.0		1567006.0
1567472	10239.0				28883.0		10699.0	1982878.0	1983734.0		1983741.0
1567484	10239.0				28883.0		10662.0				1567484.0
1567486	10239.0				28883.0		10662.0	857479.0	140410.0		1567486.0
1572712	10239.0				28883.0		10699.0				1572712.0
1573458	10239.0				28883.0		10699.0				1573458.0
1586713	10239.0						10501.0		181084.0		1586713.0
1586714	10239.0						10501.0		181084.0		1586714.0
1586715	10239.0						10501.0		181084.0		1586715.0
1589733	10239.0				28883.0		10662.0				1589733.0
1592081	10239.0						1910928.0		1542744.0		1592081.0
1592101	10239.0										1592101.0
1604355	10239.0				28883.0		10744.0		680277.0		1987939.0
1608440	10239.0										1608440.0
1610872	10239.0				28883.0		10699.0				1610872.0
1619219	10239.0						687329.0		687331.0		1619219.0
1619220	10239.0						687329.0		687331.0		1619220.0
1629657	10239.0						687329.0		687331.0		1629657.0
1629665	10239.0						186766.0		186768.0		1629665.0
1633149	10239.0				28883.0		10699.0		1623299.0		1633149.0
1633150	10239.0				28883.0		10699.0		1623299.0		1633150.0
1633151	10239.0				28883.0		10699.0		1623299.0		1633151.0
1634488	10239.0						1910928.0		1941236.0		2004960.0
1636189	10239.0				28883.0		10744.0		1920762.0		1636189.0
1636204	10239.0				28883.0		10699.0		1623298.0		1636204.0
1636205	10239.0				28883.0		10699.0		1623298.0		1636205.0
1636270	10239.0				28883.0		10744.0				1636270.0
1636313	10239.0				28883.0		10744.0	542835.0	110456.0		1636313.0
1636314	10239.0				28883.0		10744.0	542835.0	110456.0		1636314.0
1640970	10239.0				28883.0		10662.0		1198980.0		2006169.0
1640974	10239.0				28883.0		10662.0		1198980.0		2006170.0
1647300	10239.0				28883.0		10699.0		186764.0		1647300.0
1647385	10239.0				28883.0		10744.0	542835.0	110456.0		1647385.0
1647411	10239.0				28883.0		10699.0		187218.0		1647411.0
1647419	10239.0				28883.0		10699.0		1982251.0		1647419.0
1647421	10239.0				28883.0		10699.0		1982251.0		1647421.0
1647425	10239.0				28883.0		10699.0		1982251.0		1647425.0
1647426	10239.0				28883.0		10699.0		1982251.0		1647426.0
1647434	10239.0				28883.0		10699.0		1982251.0		1647434.0
1647455	10239.0				28883.0		10662.0	857479.0	140410.0		1647455.0
1647458	10239.0				28883.0		10744.0		186794.0		1647458.0
1647463	10239.0				28883.0		10662.0				1647463.0
1647465	10239.0				28883.0		10662.0	857479.0	140410.0		1647465.0
1647466	10239.0				28883.0		10662.0	857479.0	140410.0		1647466.0
1647469	10239.0				28883.0		10699.0				1647469.0
1649239	10239.0				28883.0		10662.0	857479.0	140410.0		1649239.0
1649240	10239.0				28883.0		10662.0	857479.0	140410.0		1649240.0
1654740	10239.0				28883.0		10699.0		1982251.0		1654740.0
1654780	10239.0				28883.0		10699.0		1982251.0		1654780.0
1654781	10239.0				28883.0		10699.0		1982251.0		1654781.0
1654782	10239.0				28883.0		10699.0		1982251.0		1654782.0
1654919	10239.0				28883.0		10662.0				1654919.0
1654926	10239.0				28883.0		10662.0	1198136.0	10663.0		1654926.0
1654928	10239.0				28883.0		10662.0	1198136.0	1985325.0		1985327.0
1655305	10239.0				28883.0		10662.0	1198136.0	1913652.0		1655305.0
1655644	10239.0						10841.0				1655644.0
1655645	10239.0						10841.0				1655645.0
1659230	10239.0				28883.0		10699.0		1921544.0		1659230.0
1673887	10239.0				28883.0		10662.0	1198136.0	1985328.0		1673887.0
1674930	10239.0				28883.0		10699.0		1623273.0		1674930.0
1675607	10239.0				28883.0		10662.0	1198136.0	1985328.0		1985339.0
1690805	10239.0				28883.0		10699.0		1982251.0		1690805.0
1690817	10239.0				28883.0		10699.0				1690817.0
1690818	10239.0				28883.0		10699.0				1690818.0
1698357	10239.0				28883.0		10699.0		1623281.0		1698357.0
1698360	10239.0				28883.0		10662.0	1198136.0	1985325.0		1985326.0
1698421	10239.0				28883.0		10699.0		1623298.0		1698421.0
1701257	10239.0				28883.0		10699.0	1910976.0			1701257.0
1701404	10239.0						10841.0	686565.0			1701404.0
1701810	10239.0				28883.0		10662.0	1198136.0	1985328.0		1701810.0
1701811	10239.0				28883.0		10699.0				1701811.0
1701812	10239.0				28883.0		10699.0				1701812.0
1701813	10239.0				28883.0		10699.0				1701813.0
1701814	10239.0				28883.0		10699.0				1701814.0
1701824	10239.0				28883.0		10699.0				1701824.0
1701826	10239.0				28883.0		10699.0				1701826.0
1701827	10239.0				28883.0		10699.0				1701827.0
1701828	10239.0				28883.0		10699.0				1701828.0
1701830	10239.0				28883.0		10699.0				1701830.0
1701837	10239.0				28883.0		10699.0				1701837.0
1701842	10239.0				28883.0		10699.0				1701842.0
1701853	10239.0				28883.0		10699.0		186764.0		1701853.0
1715778	10239.0						10508.0		10509.0		1986018.0
1718278	10239.0				28883.0		10699.0				1718278.0
1719140	10239.0				28883.0		10662.0				1719140.0
1720494	10239.0				28883.0		10662.0	1198136.0	10663.0		1720494.0
1720495	10239.0				28883.0		10662.0	1911928.0	1914852.0		1720495.0
1720498	10239.0				28883.0		10699.0		1623289.0		1720498.0
1720500	10239.0				28883.0		10662.0	1198136.0	10663.0		1720500.0
1720501	10239.0				28883.0		10662.0	1198136.0	10663.0		1720501.0
1729937	10239.0				28883.0		10662.0				1729937.0
1732063	10239.0				28883.0		10699.0		680116.0		1732063.0
1732064	10239.0				28883.0		10699.0				1732064.0
1739607	10239.0				28883.0		10699.0				1739607.0
1739608	10239.0				28883.0		10699.0				1739608.0
1739609	10239.0				28883.0		10699.0				1739609.0
1739610	10239.0				28883.0		10699.0				1739610.0
1739611	10239.0				28883.0		10699.0				1739611.0
1743016	10239.0				28883.0		10699.0				1743016.0
1747271	10239.0				28883.0		10699.0		1982251.0		1747271.0
1747326	10239.0				28883.0		10699.0				1747326.0
1754217	10239.0				28883.0		10662.0	857479.0	1196844.0		1754217.0
1755689	10239.0				28883.0		10699.0				1755689.0
1755692	10239.0				28883.0		10744.0	542835.0	110456.0		1755692.0
1755695	10239.0				28883.0		10744.0	542835.0	110456.0		1755695.0
1776177	10239.0						564644.0		2003394.0		1776177.0
1777052	10239.0				28883.0		10699.0				1777052.0
1777053	10239.0				28883.0		10699.0		1623286.0		1777053.0
1777054	10239.0				28883.0		10699.0		1623286.0		1777054.0
1777064	10239.0				28883.0		10699.0				1777064.0
1788294	10239.0				28883.0		10744.0	542835.0	110456.0		1788294.0
1792222	10239.0				28883.0		10662.0		1915205.0		1792222.0
1792269	10239.0				28883.0		10699.0		1623298.0		1792269.0
1792273	10239.0				28883.0		10744.0				1792273.0
1792274	10239.0										1792274.0
1805464	10239.0				28883.0		10744.0	542835.0	110456.0		1805464.0
1810705	10239.0				28883.0		10744.0		186794.0		1810705.0
1813613	10239.0				464095.0						1813613.0
1813769	10239.0				28883.0		10699.0		1982370.0		1813769.0
1813771	10239.0				28883.0		10662.0				1813771.0
1813779	10239.0				28883.0		10744.0		186794.0		1813779.0
1813781	10239.0				28883.0		10699.0		1623283.0		1813781.0
1813782	10239.0				28883.0		10699.0		187218.0		1982565.0
1814280	10239.0										1814280.0
1814281	10239.0										1814281.0
1814282	10239.0										1814282.0
1814283	10239.0										1814283.0
1814284	10239.0										1814284.0
1814285	10239.0										1814285.0
1814286	10239.0										1814286.0
1814287	10239.0										1814287.0
1814288	10239.0										1814288.0
1814957	10239.0				28883.0		10699.0				1814957.0
1814958	10239.0				28883.0		10699.0				1814958.0
1814960	10239.0				28883.0		10699.0				1814960.0
1815510	10239.0				28883.0		10699.0				1815510.0
1815511	10239.0				28883.0		10699.0				1815511.0
1815590	10239.0				28883.0		10662.0	1198136.0	10663.0		1815590.0
1815955	10239.0				28883.0		10699.0				1815955.0
1815968	10239.0				28883.0		10662.0		186789.0		1815968.0
1815969	10239.0				28883.0		10699.0		186764.0		1815969.0
1815972	10239.0				28883.0		10699.0		186764.0		1815972.0
1821727	10239.0				28883.0		10699.0	1982878.0	1983734.0		1821727.0
1837842	10239.0				28883.0		10744.0	542835.0	110456.0		1837842.0
1837867	10239.0				28883.0		10662.0	1198136.0	10663.0		1837867.0
1838062	10239.0				28883.0		10699.0				1838062.0
1838138	10239.0				28883.0		10699.0		2169655.0		1838138.0
1843734	10239.0						1910928.0		1985366.0		1985426.0
1843740	10239.0						1910928.0		1542744.0		1985376.0
1843771	10239.0										1843771.0
1846169	10239.0				548681.0		10292.0	10357.0	40272.0		1846169.0
1852625	10239.0				28883.0		10662.0	1198136.0	1985325.0		1852625.0
1852629	10239.0				28883.0		10699.0				1852629.0
1857099	10239.0				28883.0		10699.0	1910976.0	1910991.0		1857099.0
1859149	10239.0						687329.0		687332.0		1859149.0
1862824	10239.0						1910928.0		1542744.0		1862824.0
1862958	10239.0				28883.0		10699.0		186532.0		1862958.0
1862959	10239.0				28883.0		10699.0		186532.0		1862959.0
1862960	10239.0				28883.0		10699.0		186532.0		1862960.0
1862961	10239.0				28883.0		10699.0		186532.0		1862961.0
1862962	10239.0				28883.0		10699.0		186532.0		1862962.0
1863007	10239.0				28883.0		10662.0	1198136.0	10663.0		1863007.0
1863008	10239.0				28883.0		10662.0	1198136.0	10663.0		1863008.0
1863009	10239.0				28883.0		10662.0	1198136.0	10663.0		1863009.0
1863010	10239.0				28883.0		10699.0		187218.0		1863010.0
1863011	10239.0				28883.0		10662.0	1198136.0	1913652.0		1863011.0
1864623	10239.0				28883.0		10744.0		542960.0		1864623.0
1868170	10239.0				28883.0		10699.0	1910976.0	1910991.0		1868170.0
1868596	10239.0				28883.0		10699.0				1868596.0
1871313	10239.0				28883.0		10662.0	1198136.0	1985328.0		1871313.0
1871678	10239.0				28883.0		10699.0				1871678.0
1871681	10239.0				28883.0		10699.0				1871681.0
1871687	10239.0				28883.0		10699.0				1871687.0
1871690	10239.0				28883.0		10699.0				1871690.0
1873949	10239.0				28883.0		10744.0	542835.0			1873949.0
1873959	10239.0				28883.0		10744.0	542835.0			1873959.0
1873985	10239.0				28883.0		10699.0		1982370.0		1873985.0
1873990	10239.0				28883.0		10662.0	1985285.0	1198140.0		1873990.0
1883371	10239.0				28883.0		10662.0		1980929.0		1883371.0
1883372	10239.0				28883.0		10662.0		1980929.0		1883372.0
1883374	10239.0				28883.0		10662.0		1980929.0		1883374.0
1883377	10239.0				28883.0		10662.0		1980929.0		1883377.0
1883379	10239.0				28883.0		10662.0		1980929.0		1883379.0
1887645	10239.0				28883.0		10699.0		1982557.0		1887645.0
1903266	10239.0						2023203.0				1903266.0
1910936	10239.0				28883.0		10662.0		1910931.0		1910936.0
1910937	10239.0				28883.0		10662.0		1910931.0		1910937.0
1910969	10239.0						10841.0	1910950.0	1910952.0		1910969.0
1911008	10239.0				28883.0		10699.0	1910976.0	1910992.0		1911008.0
1911010	10239.0				28883.0		10699.0	1910976.0	1910992.0		1911010.0
1913655	10239.0				28883.0		10662.0	1198136.0	1913650.0		1913655.0
1913656	10239.0				28883.0		10662.0	1198136.0	1913650.0		1913656.0
1913657	10239.0				28883.0		10662.0	1198136.0	1913653.0		1913657.0
1913683	10239.0				28883.0		10662.0	1198136.0	1913654.0		1913683.0
1913684	10239.0				28883.0		10662.0	1198136.0	1913654.0		1913684.0
1913685	10239.0				28883.0		10662.0	1198136.0	1913654.0		1913685.0
1913686	10239.0				28883.0		10662.0	1198136.0	1913654.0		1913686.0
1913995	10239.0				28883.0		10662.0	1198136.0	1913654.0		1913995.0
1914155	10239.0				28883.0		10662.0	1198136.0	1913652.0		1914155.0
1914160	10239.0				28883.0		10662.0	1198136.0	1913652.0		1914160.0
1914161	10239.0				28883.0		10662.0	1198136.0	1913652.0		1914161.0
1914162	10239.0				28883.0		10662.0	1198136.0	1913652.0		1914162.0
1914199	10239.0				28883.0		10662.0	1198136.0	10663.0		1914199.0
1914200	10239.0				28883.0		10662.0	1198136.0	10663.0		1914200.0
1914201	10239.0				28883.0		10662.0	1198136.0	10663.0		1914201.0
1914202	10239.0				28883.0		10662.0	1198136.0	10663.0		1914202.0
1914204	10239.0				28883.0		10662.0	1198136.0	10663.0		1914204.0
1914205	10239.0				28883.0		10662.0	1198136.0	10663.0		1914205.0
1914206	10239.0				28883.0		10662.0	1198136.0	10663.0		1914206.0
1914207	10239.0				28883.0		10662.0	1198136.0	10663.0		1914207.0
1914208	10239.0				28883.0		10662.0	1198136.0	10663.0		1914208.0
1914853	10239.0				28883.0		10662.0	1911928.0	1914852.0		1914853.0
1914892	10239.0				28883.0		10662.0	1911928.0	1914851.0		1914892.0
1914893	10239.0				28883.0		10662.0	1911928.0	1914851.0		1914893.0
1914897	10239.0				28883.0		10662.0	1911928.0	1914850.0		1914897.0
1914898	10239.0				28883.0		10662.0	1911928.0	1914850.0		1914898.0
1914899	10239.0				28883.0		10662.0	1911928.0	1914850.0		1914899.0
1918192	10239.0				28883.0		10699.0		1918017.0		1918192.0
1918524	10239.0				28883.0		10744.0		1918522.0		1918524.0
1918525	10239.0				28883.0		10744.0		1918522.0		1918525.0
1918727	10239.0				28883.0		10662.0		1918725.0		1918727.0
1920754	10239.0				28883.0		10744.0		1920753.0		1920754.0
1920755	10239.0				28883.0		10744.0		1920753.0		1920755.0
1920756	10239.0				28883.0		10744.0		1920753.0		1920756.0
1920757	10239.0				28883.0		10744.0		1920753.0		1920757.0
1920758	10239.0				28883.0		10744.0		1920753.0		1920758.0
1920759	10239.0				28883.0		10744.0		1920753.0		1920759.0
1920761	10239.0				28883.0		10744.0		1920753.0		1920761.0
1920765	10239.0				28883.0		10744.0		1920762.0		1920765.0
1920861	10239.0				28883.0		10699.0	1910999.0	1920860.0		1920861.0
1920862	10239.0				28883.0		10699.0	1910999.0	1920860.0		1920862.0
1921004	10239.0				28883.0		10699.0	1910999.0	187217.0		1921004.0
1921005	10239.0				28883.0		10699.0	1910999.0	187217.0		1921005.0
1921008	10239.0				28883.0		10699.0	1910999.0	187217.0		1921008.0
1921017	10239.0				28883.0		10662.0		1921016.0		1921017.0
1921018	10239.0				28883.0		10662.0		1921016.0		1921018.0
1921019	10239.0				28883.0		10662.0		1921016.0		1921019.0
1921118	10239.0				28883.0		10699.0		1921117.0		1921118.0
1921119	10239.0				28883.0		10699.0		1921117.0		1921119.0
1921120	10239.0				28883.0		10699.0		1921117.0		1921120.0
1921121	10239.0				28883.0		10699.0		1921117.0		1921121.0
1921123	10239.0				28883.0		10699.0		1921122.0		1921123.0
1921545	10239.0				28883.0		10699.0		1921544.0		1921545.0
1921546	10239.0				28883.0		10699.0		1921544.0		1921546.0
1921547	10239.0				28883.0		10699.0		1921544.0		1921547.0
1921548	10239.0				28883.0		10699.0		1921544.0		1921548.0
1922246	10239.0				28883.0		10699.0		1922243.0		1922246.0
1922247	10239.0				28883.0		10699.0		1922243.0		1922247.0
1922770	10239.0										1922770.0
1923133	10239.0										1923133.0
1924729	10239.0				28883.0		10662.0	857473.0	1857843.0		1924729.0
1924730	10239.0				28883.0		10662.0	857473.0	1857843.0		1924730.0
1924731	10239.0				28883.0		10662.0	857473.0	1857843.0		1924731.0
1924732	10239.0				28883.0		10662.0	857473.0	1857843.0		1924732.0
1924733	10239.0				28883.0		10662.0	857473.0	1857843.0		1924733.0
1924734	10239.0				28883.0		10662.0	857473.0	1857843.0		1924734.0
1930269	10239.0						39738.0		186844.0		1930269.0
1930509	10239.0				464095.0				2219049.0		1930509.0
1945565	10239.0				28883.0		10699.0	1910999.0	1920864.0		1945565.0
1945575	10239.0				28883.0		10699.0		187218.0		1945575.0
1945589	10239.0						10841.0	1910950.0	1910951.0		1945589.0
